source_file,drive_link,context
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","http://drive.google.com/open?id=14gSc3dkK5HsEDRhp_8Hurv87nMsJdlrs",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=192fLANPvkYCu3s9zzYyqDML89TQWbnBs",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Duu1rbLxRrYz63SHHwxXG6X4Lg9pEx-T",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Et8oKEpyGe38HraTYQhVQWTi-AjTKZxy",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1BHElQkXX1K__kt6pcldskRnAuwKKAxaM",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1ekOtiRz2HIodrPKM7iL0GkY4T09aGoIY",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1TJqMN45NvdzvKZG2gII67R9AjLd6UaA4",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1QoaQUJC9cEdMafBGjTbbIDQlhGKOaTI4",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1aOwQEnjHi-1FzTG011ibUSP5MgPb2tZG",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1J3LHRnfsBSQ-R4p0Q-jGZ9vCVRfjtf46",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=13zJTVF0BylNfILVcLBuLf69PJNpgRlrB",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1BH31zG8awjv2DPUvRLRHsIyw9RnnAQn1",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1CNUX0x0Rb3Y03JKxtK2NPxLINJMuxZMf",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1hNkgvx_naHivYkrf1F5Ta3owLczP6CH9",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Bl9jUmRI6H_OsokOxCU36Ibekgp-mOWy",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","http://drive.google.com/open?id=11tSzhHnUu-nMs4Q0kXomB8hd7KYFVoHn",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Vu6zLiDp46wHbwN-d61k8jrhMNV2m3gc",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=19KUSnsqLt6GsYBNpx2tV7aH9cnk7i9U8",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1LqppzSn6AhlC6cukEq1ongQ5lm8bolbL",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1P9k8pgfmc8CSjZ1fpTjY7gw_TNsTz92d",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1zI-moUtwjPYkqoG7oaCKnVjxzQyQF4hE",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1H6Vb4Tk4AtlHAsDLNDcf0-8r-deBrs0n",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1zGzfk1lPCH994PU60l_-McDyVw_wp52J",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=10YJToJ5GfgbVbJvW_ekphPvFC7-3eImd",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1LfFynsf9xKiEMTh6C7bd3keirYBvg2TJ",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1VHU5lnjKgKtQ-aSeHw1RKyCh0w-rKnNT",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1mc_Kio-6x3zVwHSSOyDWwJKe6Zm9nQXw",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=16mzcFsdqxr0DpSJ36uiLncL0WR8GzvXW",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=11sowWt-aTnBqyTvVk0zDZG_he-9SxroM",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=15N6xK6VxeHglSots38IURtKWKX5sflrX",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1CNqNBIStkUArUHjLAG3NU1q_gQ3wT-1s",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","http://drive.google.com/open?id=1Wbog9MuLOON52uVL9ljHg2rGkjnG40Wf",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","http://drive.google.com/open?id=19Sn31xjhHAmCXybvtyK4fCeLVd3YB8gm",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1FSFFKkO5e0mcFzuA8MPVpOQFYuCwd87t",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=16V_mb3-tzTWUeAXCUMz8u0F7bRnSTM3y",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1RZFfSqTk63LQVUx45k9Sb0q9-MSaQxJO",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Vql7Z8e2wP3n0GTcvORNHE54EeVKO5K1",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=13TodOFlZYpg1-xHX6OnX-P0G3F2QbPD3",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1GF-OgahpAR3as-R3b5kBHTVuntMWczz1",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=16upVNgGqhy4SgwNmx3GqTm2MTJ-N90HY",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1yIEHWzXw9xds677KOwMivP31jHJdx5LW",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=17O6xEkh5VJQEz_f30PuKcD_liHI4umJX",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1a_E8hQ9DkA8oEAryJ0ou64i1xERVB3O7",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1KBaSpBD49FystiAd2KA7bEl6bOGAoDo5",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=18k_cq28gzsPBkZrG8qXdxXveA_piesXj",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=16R5C7aLib7tRteMlcai5MwlV6sr2iFph",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1ckzXtE456VM2Xf3loCHtgHcn5QFFzMMB",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1BVBFFFM_I4xUSNEZ2Kf5oRTzf55FzR6a",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের নবম ও দশম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=182cRXJHSf0oUdLDVSXlw7NgIVrj04SGU",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1BLPxOwp85jxEDT3_bWnVqyAWOvPNzFcj",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1CqpOZcN0Ql9OHGOs8rnx-JcJnsH4UGw8",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1D7iUzf4Zdo0XIbJfgCfH8ovSY3oGm7EB",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=13l0gQpnxvST-6i_w6pYMh0oLIbU2prMb",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1_62cjaad_MsgWV6UjCxrJUXNcUWBDrqz",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=14CB3BaFhb0aWyBmezQnTwpZj8FfYjCON",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1aoao_gJAwpRa25wzjF0tpMDjoUEiLBO0",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1o71XzCtQtCKoaBWyvj200-lHrt905DEe",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1W8rhemCpEOra3OITuL876gUV6QpaempP",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1NumKuoLjU6g_xKXE6iSDRxpmS5ESGEGw",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=15eS6cN6vD1yNMzwSpRrVbSckcfD3h00b",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=13t0G4a8dYjYea26gJfSvH8s_71phf8kz",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=15cV1VRR07X6DTqt7YDhGfmYUiQxnOAIf",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1UcaLRm0rl21_-mlqXzuoWs1zcfdqndon",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=18yrkYt-bn4X77stUoDyF_-SIED_PjFNG",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1C6CCV3-O6OrZzyKLwuEOygId-QDd4M_Y",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1LoPcGXJkKQHwW7PqERMe3b3ubtK_6B-s",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1lSKDgAISzKj2KFY8cvOla1VpGJyvhsB8",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1IKzfjmtiuTUzUjzvjHeCHIs4DdUfACbo",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Cr29TNOBVCm0TFQgqz998BWov7KkWHIm",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1jX3oL_AMXrm2fbqKF6Fza4iMXLelXclN",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1dfZIGUXmwkXfa45MDJ9whib3nruv3Ch9",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1fl_xdIvkqOzSDnv898JKEkTXS8IM_43m",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=109QZgt3vJIbj8fya6lEyvByGPpreXcyR",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1jTd7-1hGcrpJXjnpdc7yd8rwuiljwn4Y",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Ad5TGVwg-htiUqJksvkJ26dD2AN4RXps",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Nh-q_PobGJ1TGjy6m1njJsJx4VKa82c3",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1v2hNkLNA2NGT279VyXS3GY3d9brSOvNQ",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1DZecd1hjgU-N22DeWnVziaqogoiC3qI8",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1LFjVDB0DDvtvsqMFOllWPa5rxA7DR7w0",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1lKEAWy7hJqTfLRSLXuHvZ9cU4FK1jsj_",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1ozCpOhcDk5dXXzM0NuCNWZsoBTUX_0VO",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের ষষ্ঠ শ্রেণির বইয়ের পাঠ্যপুস্তক.html","https://drive.google.com/open?id=13xQksKEQ_XczIa8QdU8DZRuOQM2O4Xdv",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1QZQyWU4ig8SiinpieOOdhpfpQ6uKlmAv",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1O2gI5awyVcoOA8ETDQK_Npagz8NKTiCc",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1hchgtImhP7voUNn0Ya3ETMacVU_aLWxY",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1AfM1esljH1j0JUDI_4GfSYUCrOSoJsr0",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1E1Yq_b_q5Z6xm9BpwQhKyeZcXiG-KdWt",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1UpEk_w8HxqNvqrQD6k9GIvZegQlyKLoI",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1GO3U8ZizUF-wKQAXp-SaTXMDabieHXrF",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1ZjBQWa1itdIO3rl5HZHGm-U6eRXP6arV",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1VB7ffjr6qe9R6ARftxGZHkT-tTCszbH2",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1cXipwhll7igHt-BpJyu6dKFbfnN9U6IB",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=11ItHE78r03YQEC9Gl8tYv2RTcUWkHo2y",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1BxlAawF_UOlf20TnezcraJdwP-1pUEnL",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1KeXK8Am13-YEdG1_28Ot-33DDcTmTBIq",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=16zZRGN9YK6ZEK-IytcNa8CiwNfgTyhCJ",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1FAydk12YF-9ZHWXDkGU8hL4MEtKyiGe0",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1RW5IgGjIaSNQI-N3_pjKsMp3okb6ou0U",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1JQO-DUoSU5ASQaG2_9aPMzdH4QSM8Tpe",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=104t-K_8Iq2tDq0OJSssIZcCzl9u1TYkc",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1uHAOLETwgthLjhPyRnEpzccajncKi7t9",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1YkgcgYUymPgzUtmFINyDlo0NK4y3IiTQ",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Dz1ZBb4NzloL61qZBHNJqVTsCHcnbBhh",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=14ePmfB_jGNw1KRJUTXZzXgOprWRdO883",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1U9xRokiBH1vIT2DwgRbMR-lItLKQsnym",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1XAPEBlGO50yI6PS5SloMMj-GCW0C1hLu",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1CC8Letd9VNGaA-xWUrs-PkxmxXotzJDA",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1MSl8yh0beMpcMPr-OpHs4jWcIIjwhfEh",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1T8IQoTQTnaLIWzDVsIcE3-XldUs2c1Ao",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1bytefho4w1fFXysEzRzD5HicTQoab3n1",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1IoD2jyhGnfqhDL72cwsqrwfmbvhnOXCd",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1X0HaiXwjCURSL4lWdrKI2cW0Rx2Jw7bn",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1ikjof6iqyDqA_voUuke3KHBLbtaK7J_5",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=11-Tsc77Z0IBEcpkUOYwHV2wI_6XoTrrA",""
"2019\২০১৯ শিক্ষাবর্ষের মাধ্যমিক স্তরের সপ্তম শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=19GeC0h_CXGEuUYXNpVkEzdd9cXwe3r-Q",""
"2020\২০২০ শিক্ষাবর্ষের ইবতেদায়ি স্তরের তৃতীয় শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1Y7p-1v-qPhGvA_1q81T5nhv6wV7Oow4X",""
"2020\২০২০ শিক্ষাবর্ষের ইবতেদায়ি স্তরের তৃতীয় শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1XFndil1jdax_YDUly6jaDe_FJGhI-dLg",""
"2020\২০২০ শিক্ষাবর্ষের ইবতেদায়ি স্তরের তৃতীয় শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1R7chjC8T4ijlDz9X8QDyda4zIf5vwCs2",""
"2020\২০২০ শিক্ষাবর্ষের ইবতেদায়ি স্তরের তৃতীয় শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=1VDcZGZ-MXLQyZxjfVPx0offQa7EIzpkg",""
"2020\২০২০ শিক্ষাবর্ষের ইবতেদায়ি স্তরের তৃতীয় শ্রেণির পাঠ্যপুস্তক.html","https://drive.google.com/open?id=18KM3x3rALBH8BUSLiOlo_vLPyibG4O8O",""
